model,family,pair_id,case_id,cluster_id,domain,contrast,phenotype,high_margin,low_margin,effect
qwen3-8b,semantic,semantic:stateful-pricing_billing-activate_list_price-04:decoy-observation,stateful-pricing_billing-activate_list_price-04,pricing-list-vs-margin,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.875002964572445,-4.875533531951184,-10.999469432621261
qwen3-8b,semantic,semantic:stateful-pricing_billing-activate_margin_floor-00:decoy-observation,stateful-pricing_billing-activate_margin_floor-00,pricing-list-vs-margin,pricing_billing,decoy_success_minus_failure,explicit_failure,-16.375000230229382,-3.8758113313264317,-12.49918889890295
qwen3-8b,semantic,semantic:stateful-pricing_billing-activate_margin_floor-01:decoy-observation,stateful-pricing_billing-activate_margin_floor-01,pricing-list-vs-margin,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.500000072342836,-2.130237972795072,-11.369762099547764
qwen3-8b,semantic,semantic:stateful-pricing_billing-activate_margin_floor-02:decoy-observation,stateful-pricing_billing-activate_margin_floor-02,pricing-list-vs-margin,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.750000284580956,-0.1347559784600989,-15.615244306120857
qwen3-8b,semantic,semantic:stateful-pricing_billing-activate_margin_floor-03:decoy-observation,stateful-pricing_billing-activate_margin_floor-03,pricing-list-vs-margin,pricing_billing,decoy_success_minus_failure,explicit_failure,-16.12500021894769,-4.000704718079767,-12.124295500867923
qwen3-8b,semantic,semantic:stateful-pricing_billing-activate_margin_floor-04:decoy-observation,stateful-pricing_billing-activate_margin_floor-04,pricing-list-vs-margin,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.87500006939932,-2.5031785569809912,-12.371821512418329
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_contract_adjustment_value-00:decoy-observation,stateful-pricing_billing-set_contract_adjustment_value-00,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.750001498775774,-5.6264421089236265,-10.123559389852147
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_contract_adjustment_value-01:decoy-observation,stateful-pricing_billing-set_contract_adjustment_value-01,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.250002879834263,-5.375608217222663,-7.8743946626116
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_contract_adjustment_value-02:decoy-observation,stateful-pricing_billing-set_contract_adjustment_value-02,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.000000693902052,-5.125711308633605,-9.874289385268447
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_contract_adjustment_value-03:decoy-observation,stateful-pricing_billing-set_contract_adjustment_value-03,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.750001876277686,-4.878034296484877,-9.871967579792809
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_contract_adjustment_value-04:decoy-observation,stateful-pricing_billing-set_contract_adjustment_value-04,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.750000894832368,-5.625800871515409,-8.12420002331696
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_credit_adjustment_value-00:decoy-observation,stateful-pricing_billing-set_credit_adjustment_value-00,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.500004405522844,-4.259764631438188,-10.240239774084657
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_credit_adjustment_value-01:decoy-observation,stateful-pricing_billing-set_credit_adjustment_value-01,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.500007174794021,-3.3931561130682226,-10.106851061725799
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_credit_adjustment_value-02:decoy-observation,stateful-pricing_billing-set_credit_adjustment_value-02,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.25000398159704,-2.898365369003052,-10.351638612593987
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_credit_adjustment_value-03:decoy-observation,stateful-pricing_billing-set_credit_adjustment_value-03,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.875005781764827,-3.2679960320486785,-11.607009749716148
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_credit_adjustment_value-04:decoy-observation,stateful-pricing_billing-set_credit_adjustment_value-04,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.375033921498755,-4.506678692297292,-8.868355229201462
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_currency_exchange_rate-00:decoy-observation,stateful-pricing_billing-set_currency_exchange_rate-00,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.750000796481395,-5.375109132729136,-8.374891663752258
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_currency_exchange_rate-01:decoy-observation,stateful-pricing_billing-set_currency_exchange_rate-01,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.625000402627656,-2.6254307011722773,-11.999569701455378
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_currency_exchange_rate-02:decoy-observation,stateful-pricing_billing-set_currency_exchange_rate-02,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.500001914159114,-3.0002969872159895,-10.499704926943124
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_currency_exchange_rate-03:decoy-observation,stateful-pricing_billing-set_currency_exchange_rate-03,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.375002569693883,-4.00043223051604,-11.374570339177843
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_currency_exchange_rate-04:decoy-observation,stateful-pricing_billing-set_currency_exchange_rate-04,pricing-credit-vs-fx,pricing_billing,decoy_success_minus_failure,explicit_failure,-12.750000954927579,-4.750204436015501,-7.999796518912078
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_order_discount_value-00:decoy-observation,stateful-pricing_billing-set_order_discount_value-00,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-16.12500734182904,-3.7519720810959285,-12.373035260733111
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_order_discount_value-01:decoy-observation,stateful-pricing_billing-set_order_discount_value-01,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.158437570779043,-4.377484566885379,-8.780953003893664
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_order_discount_value-02:decoy-observation,stateful-pricing_billing-set_order_discount_value-02,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.000002163860032,-4.253195290491419,-10.746806873368612
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_order_discount_value-03:decoy-observation,stateful-pricing_billing-set_order_discount_value-03,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.750003026961572,-4.254092020776589,-10.495911006184983
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_order_discount_value-04:decoy-observation,stateful-pricing_billing-set_order_discount_value-04,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.754620552225,-1.7568511414855266,-11.997769410739473
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_promotion_discount_value-00:decoy-observation,stateful-pricing_billing-set_promotion_discount_value-00,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.875003246413925,-4.250980021999716,-10.62402322441421
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_promotion_discount_value-01:decoy-observation,stateful-pricing_billing-set_promotion_discount_value-01,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.875000928499716,-2.257617957958999,-11.617382970540717
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_promotion_discount_value-02:decoy-observation,stateful-pricing_billing-set_promotion_discount_value-02,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.125001326737362,-4.625915637386385,-10.499085689350977
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_promotion_discount_value-03:decoy-observation,stateful-pricing_billing-set_promotion_discount_value-03,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.750003228361138,-3.377208715852916,-10.372794512508221
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_promotion_discount_value-04:decoy-observation,stateful-pricing_billing-set_promotion_discount_value-04,pricing-promotion-vs-contract,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.625002875488171,-4.125522293428546,-9.499480582059626
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_service_fee_value-00:decoy-observation,stateful-pricing_billing-set_service_fee_value-00,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.000037750916952,-3.7519664701771376,-11.248071280739815
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_service_fee_value-01:decoy-observation,stateful-pricing_billing-set_service_fee_value-01,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.133190103252701,-1.0141867689096316,-12.11900333434307
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_service_fee_value-02:decoy-observation,stateful-pricing_billing-set_service_fee_value-02,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-12.750003174604593,-0.8826311300342127,-11.86737204457038
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_service_fee_value-03:decoy-observation,stateful-pricing_billing-set_service_fee_value-03,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.50003946653706,-1.651421851296213,-12.848617615240848
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_service_fee_value-04:decoy-observation,stateful-pricing_billing-set_service_fee_value-04,pricing-fee-vs-discount,pricing_billing,decoy_success_minus_failure,explicit_failure,-15.001926486243171,-2.630941852367144,-12.370984633876027
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_shipping_minimum_charge-00:decoy-observation,stateful-pricing_billing-set_shipping_minimum_charge-00,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.00000048329278,-0.5024766056857288,-12.497523877607051
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_shipping_minimum_charge-01:decoy-observation,stateful-pricing_billing-set_shipping_minimum_charge-01,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.000000433405155,-0.7524759061224771,-13.247524527282678
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_shipping_minimum_charge-02:decoy-observation,stateful-pricing_billing-set_shipping_minimum_charge-02,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.625000784099562,-2.1254308906764194,-11.499569893423143
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_shipping_minimum_charge-03:decoy-observation,stateful-pricing_billing-set_shipping_minimum_charge-03,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.000000570658983,-0.5021861641691672,-12.497814406489816
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_shipping_minimum_charge-04:decoy-observation,stateful-pricing_billing-set_shipping_minimum_charge-04,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-11.75000512732089,-0.8796233362132639,-10.870381791107626
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_tax_rate-00:decoy-observation,stateful-pricing_billing-set_tax_rate-00,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-12.875001166158796,-0.7930225273096738,-12.081978638849122
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_tax_rate-01:decoy-observation,stateful-pricing_billing-set_tax_rate-01,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-12.875000616836815,0.35684903251745226,-13.231849649354267
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_tax_rate-02:decoy-observation,stateful-pricing_billing-set_tax_rate-02,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-12.875001955866978,-0.14315414822575434,-12.731847807641223
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_tax_rate-03:decoy-observation,stateful-pricing_billing-set_tax_rate-03,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-14.250001171028046,-1.7576170316383397,-12.492384139389706
qwen3-8b,semantic,semantic:stateful-pricing_billing-set_tax_rate-04:decoy-observation,stateful-pricing_billing-set_tax_rate-04,pricing-tax-vs-shipping,pricing_billing,decoy_success_minus_failure,explicit_failure,-13.625040636053257,-2.6286118615988485,-10.996428774454408
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-assign_quote_supplier-00:decoy-observation,stateful-procurement_suppliers-assign_quote_supplier-00,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.375000621788637,-2.7586148821844603,-11.616385739604176
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-assign_quote_supplier-01:decoy-observation,stateful-procurement_suppliers-assign_quote_supplier-01,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.875000600214094,-0.6410343877928355,-13.233966212421258
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-assign_quote_supplier-02:decoy-observation,stateful-procurement_suppliers-assign_quote_supplier-02,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.625001005282073,-1.50861466657458,-13.116386338707493
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-assign_quote_supplier-03:decoy-observation,stateful-procurement_suppliers-assign_quote_supplier-03,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.375002657702574,-0.5619703164075176,-12.813032341295056
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-assign_quote_supplier-04:decoy-observation,stateful-procurement_suppliers-assign_quote_supplier-04,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.375000500131137,-2.8778054769685326,-11.497195023162604
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_contract_allowed_price-00:decoy-observation,stateful-procurement_suppliers-set_contract_allowed_price-00,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.625006416181606,-3.8861047701499203,-9.738901646031685
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_contract_allowed_price-01:decoy-observation,stateful-procurement_suppliers-set_contract_allowed_price-01,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.750000625569385,-0.1736034485393816,-13.576397177030003
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_contract_allowed_price-02:decoy-observation,stateful-procurement_suppliers-set_contract_allowed_price-02,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-11.750004258453075,-1.007714740467712,-10.742289517985363
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_contract_allowed_price-03:decoy-observation,stateful-procurement_suppliers-set_contract_allowed_price-03,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.375017662549311,-2.127175243951527,-10.247842418597784
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_contract_allowed_price-04:decoy-observation,stateful-procurement_suppliers-set_contract_allowed_price-04,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.875001286190084,-2.143324612702756,-10.731676673487328
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-00:decoy-observation,stateful-procurement_suppliers-set_expedited_delivery_days-00,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-15.750000352557109,-5.876503200972579,-9.87349715158453
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-01:decoy-observation,stateful-procurement_suppliers-set_expedited_delivery_days-01,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.500001151917424,-4.125920737600659,-9.374080414316765
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-02:decoy-observation,stateful-procurement_suppliers-set_expedited_delivery_days-02,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-15.500000826320893,-4.251706186430702,-11.24829463989019
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-03:decoy-observation,stateful-procurement_suppliers-set_expedited_delivery_days-03,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.50000118477194,-4.126712465380955,-10.373288719390985
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-04:decoy-observation,stateful-procurement_suppliers-set_expedited_delivery_days-04,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.12500173920752,-6.000497015862791,-8.124504723344728
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-00:decoy-observation,stateful-procurement_suppliers-set_goods_receipt_quantity-00,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.625001114708049,-2.2521855909302886,-11.37281552377776
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-01:decoy-observation,stateful-procurement_suppliers-set_goods_receipt_quantity-01,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.750001226663109,-0.13604850606095198,-13.613952720602157
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-02:decoy-observation,stateful-procurement_suppliers-set_goods_receipt_quantity-02,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.125002587081688,-1.7515049767817175,-11.373497610299971
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-03:decoy-observation,stateful-procurement_suppliers-set_goods_receipt_quantity-03,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.000002852867524,1.7236962390435053,-14.72369909191103
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-04:decoy-observation,stateful-procurement_suppliers-set_goods_receipt_quantity-04,procurement-contract-vs-receipt,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.500001228593419,-2.375490257816331,-11.124510970777088
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-00:decoy-observation,stateful-procurement_suppliers-set_purchase_approval_threshold-00,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.75000518970272,-3.883615585782792,-8.866389603919927
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-01:decoy-observation,stateful-procurement_suppliers-set_purchase_approval_threshold-01,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.750001408865387,-1.9369679269538054,-10.813033481911582
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-02:decoy-observation,stateful-procurement_suppliers-set_purchase_approval_threshold-02,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.000002095073874,-3.262510072886087,-10.737492022187787
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-03:decoy-observation,stateful-procurement_suppliers-set_purchase_approval_threshold-03,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.000002344486482,-3.7705497597166655,-9.229452584769817
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-04:decoy-observation,stateful-procurement_suppliers-set_purchase_approval_threshold-04,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-11.875001606701353,-4.877185285862232,-6.997816320839121
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_certification_level-00:decoy-observation,stateful-procurement_suppliers-set_supplier_certification_level-00,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.375000303293625,-3.377187049292324,-10.9978132540013
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_certification_level-01:decoy-observation,stateful-procurement_suppliers-set_supplier_certification_level-01,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.250000507498008,-2.008619073023901,-10.241381434474107
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_certification_level-02:decoy-observation,stateful-procurement_suppliers-set_supplier_certification_level-02,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.375001388032722,-3.1309321979525464,-10.244069190080175
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_certification_level-03:decoy-observation,stateful-procurement_suppliers-set_supplier_certification_level-03,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.6250005639925,-2.633615645504136,-10.991384918488365
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_certification_level-04:decoy-observation,stateful-procurement_suppliers-set_supplier_certification_level-04,procurement-certification-vs-quote,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.000002511305603,-4.252200332721671,-7.747802178583932
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_performance_value-00:decoy-observation,stateful-procurement_suppliers-set_supplier_performance_value-00,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.00000771841944,-1.6483337001917207,-11.351674018227719
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_performance_value-01:decoy-observation,stateful-procurement_suppliers-set_supplier_performance_value-01,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.875001951094255,-1.2836783616825187,-11.591323589411736
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_performance_value-02:decoy-observation,stateful-procurement_suppliers-set_supplier_performance_value-02,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.750005357140758,-2.8895562196163596,-10.860449137524398
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_performance_value-03:decoy-observation,stateful-procurement_suppliers-set_supplier_performance_value-03,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.875023571774967,-1.7798905001295893,-11.095133071645378
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_performance_value-04:decoy-observation,stateful-procurement_suppliers-set_supplier_performance_value-04,procurement-performance-vs-expedite,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.250001291409596,-2.5015151816108556,-10.74848610979874
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_transit_days-00:decoy-observation,stateful-procurement_suppliers-set_supplier_transit_days-00,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.375007375567506,-2.0010376725365973,-11.373969703030909
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_transit_days-01:decoy-observation,stateful-procurement_suppliers-set_supplier_transit_days-01,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-14.250001128270227,-5.000296051500783,-9.249705076769445
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_transit_days-02:decoy-observation,stateful-procurement_suppliers-set_supplier_transit_days-02,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.125005519362183,-6.1251800723030385,-6.999825447059145
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_transit_days-03:decoy-observation,stateful-procurement_suppliers-set_supplier_transit_days-03,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-12.500002307420225,-3.2505529501652077,-9.249449357255017
qwen3-8b,semantic,semantic:stateful-procurement_suppliers-set_supplier_transit_days-04:decoy-observation,stateful-procurement_suppliers-set_supplier_transit_days-04,procurement-approval-vs-transit,procurement_suppliers,decoy_success_minus_failure,explicit_failure,-13.375001640335697,-4.750158579228717,-8.62484306110698
qwen3-8b,semantic,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation,stateful-workforce_access-set_access_minimum_clearance-00,workforce-access-vs-role,workforce_access,decoy_success_minus_failure,explicit_failure,-14.750002730315977,-4.3755570937586015,-10.374445636557375
qwen3-8b,semantic,semantic:stateful-workforce_access-set_access_minimum_clearance-01:decoy-observation,stateful-workforce_access-set_access_minimum_clearance-01,workforce-access-vs-role,workforce_access,decoy_success_minus_failure,explicit_failure,-13.750046055342764,-2.876510484482786,-10.873535570859978
qwen3-8b,semantic,semantic:stateful-workforce_access-set_access_minimum_clearance-02:decoy-observation,stateful-workforce_access-set_access_minimum_clearance-02,workforce-access-vs-role,workforce_access,decoy_success_minus_failure,explicit_failure,-14.37501253526117,-2.501343352666339,-11.873669182594831
qwen3-8b,semantic,semantic:stateful-workforce_access-set_access_minimum_clearance-03:decoy-observation,stateful-workforce_access-set_access_minimum_clearance-03,workforce-access-vs-role,workforce_access,decoy_success_minus_failure,explicit_failure,-15.625001719555264,0.36245044540834215,-15.987452164963607
qwen3-8b,semantic,semantic:stateful-workforce_access-set_access_minimum_clearance-04:decoy-observation,stateful-workforce_access-set_access_minimum_clearance-04,workforce-access-vs-role,workforce_access,decoy_success_minus_failure,explicit_failure,-13.250066799447616,-4.0024848495092655,-9.24758194993835
qwen3-8b,semantic,semantic:stateful-workforce_access-set_badge_validity_days-00:decoy-observation,stateful-workforce_access-set_badge_validity_days-00,workforce-oncall-vs-badge,workforce_access,decoy_success_minus_failure,explicit_failure,-14.375000592712667,-0.8389507813759565,-13.53604981133671
qwen3-8b,semantic,semantic:stateful-workforce_access-set_badge_validity_days-01:decoy-observation,stateful-workforce_access-set_badge_validity_days-01,workforce-oncall-vs-badge,workforce_access,decoy_success_minus_failure,explicit_failure,-13.000001383671666,0.4318520624079767,-13.431853446079643
qwen3-8b,semantic,semantic:stateful-workforce_access-set_badge_validity_days-02:decoy-observation,stateful-workforce_access-set_badge_validity_days-02,workforce-oncall-vs-badge,workforce_access,decoy_success_minus_failure,explicit_failure,-13.875000777860024,0.4619581245720923,-14.336958902432116
qwen3-8b,semantic,semantic:stateful-workforce_access-set_badge_validity_days-03:decoy-observation,stateful-workforce_access-set_badge_validity_days-03,workforce-oncall-vs-badge,workforce_access,decoy_success_minus_failure,explicit_failure,-14.250000549072148,-0.9752320960883551,-13.274768452983793
qwen3-8b,semantic,semantic:stateful-workforce_access-set_badge_validity_days-04:decoy-observation,stateful-workforce_access-set_badge_validity_days-04,workforce-oncall-vs-badge,workforce_access,decoy_success_minus_failure,explicit_failure,-13.750000574488567,0.34384867311324996,-14.093849247601817
qwen3-8b,semantic,semantic:stateful-workforce_access-set_delegation_allowed_actions-00:decoy-observation,stateful-workforce_access-set_delegation_allowed_actions-00,workforce-overtime-vs-delegation,workforce_access,decoy_success_minus_failure,explicit_failure,-13.750000461465845,-1.3781778571085823,-12.371822604357263
qwen3-8b,semantic,semantic:stateful-workforce_access-set_delegation_allowed_actions-01:decoy-observation,stateful-workforce_access-set_delegation_allowed_actions-01,workforce-overtime-vs-delegation,workforce_access,decoy_success_minus_failure,explicit_failure,-12.625000714964685,-0.12817776280331117,-12.496822952161374
qwen3-8b,semantic,semantic:stateful-workforce_access-set_delegation_allowed_actions-02:decoy-observation,stateful-workforce_access-set_delegation_allowed_actions-02,workforce-overtime-vs-delegation,workforce_access,decoy_success_minus_failure,explicit_failure,-11.750001942727167,-0.0024814071036800556,-11.747520535623487
