family,model_key,pair_id,cluster_id,control,direction,activation_donor_pair_id,clean_recipient_margin,clean_reference_paired_donor_margin,patched_margin,donor_aligned_effect,clean_gap_abs
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-02:decoy-observation,inventory-source-cost-vs-expiry,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_ledger_entry_amount-01:decoy-observation,4.125,22.5,3.875,-0.25,18.375
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-03:decoy-observation,procurement-performance-vs-expedite,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_revision_approval-01:decoy-observation,3.25,22.5,2.75,-0.5,19.25
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_supplier_transit_days-02:decoy-observation,procurement-approval-vs-transit,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-03:decoy-observation,2.0,20.75,2.375,0.375,18.75
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_credit_adjustment_value-03:decoy-observation,pricing-credit-vs-fx,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_ledger_entry_amount-02:decoy-observation,3.5,22.25,5.375,1.875,18.75
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_exception_extension_days-00:decoy-observation,compliance-control-vs-exception,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_service_fee_value-03:decoy-observation,2.875,23.375,4.125,1.25,20.5
semantic,qwen3-4b,semantic:stateful-workforce_access-set_leave_ledger_units-04:decoy-observation,workforce-shift-vs-leave,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_shipping_minimum_charge-04:decoy-observation,2.375,21.625,4.0,1.625,19.25
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-01:decoy-observation,procurement-contract-vs-receipt,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_safety_stock_floor-04:decoy-observation,3.125,22.9375,2.875,-0.25,19.8125
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_audit_event_reference-01:decoy-observation,finance-journal-vs-audit-event,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-activate_margin_floor-04:decoy-observation,6.0,23.75,3.0,-3.0,17.75
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_contract_allowed_price-03:decoy-observation,procurement-contract-vs-receipt,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_filing_artifact_count-01:decoy-observation,2.375,22.25,4.0,1.625,19.875
semantic,qwen3-4b,semantic:stateful-workforce_access-set_role_assignment_priority-03:decoy-observation,workforce-access-vs-role,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_badge_validity_days-04:decoy-observation,3.75,22.6875,4.125,0.375,18.9375
semantic,qwen3-4b,semantic:stateful-pricing_billing-activate_margin_floor-03:decoy-observation,pricing-list-vs-margin,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_contract_allowed_price-01:decoy-observation,4.0,23.1875,2.625,-1.375,19.1875
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_remediation_owner-02:decoy-observation,compliance-owner-vs-filing,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_case_contact_channel-04:decoy-observation,4.625,22.3125,4.75,0.125,17.6875
semantic,qwen3-4b,semantic:stateful-pricing_billing-activate_list_price-01:decoy-observation,pricing-list-vs-margin,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_contract_deadline_offset-00:decoy-observation,3.25,23.5,1.25,-2.0,20.25
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_promotion_discount_value-02:decoy-observation,pricing-promotion-vs-contract,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-activate_list_price-03:decoy-observation,3.625,21.0,2.625,-1.0,17.375
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_retention_years-00:decoy-observation,compliance-role-vs-retention,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_effective_clause_text-04:decoy-observation,5.0,22.25,3.625,-1.375,17.25
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_contract_allowed_price-01:decoy-observation,procurement-contract-vs-receipt,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_contract_adjustment_value-02:decoy-observation,2.625,22.625,4.75,2.125,20.0
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-01:decoy-observation,inventory-priority-vs-pick,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation,4.25,23.375,2.125,-2.125,19.125
semantic,qwen3-4b,semantic:stateful-finance_ledger-post_transaction_fee-02:decoy-observation,finance-fee-vs-tax-basis,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_shipping_minimum_charge-00:decoy-observation,5.875,22.9375,3.625,-2.25,17.0625
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_retention_years-04:decoy-observation,compliance-role-vs-retention,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-activate_margin_floor-00:decoy-observation,4.75,21.5,3.375,-1.375,16.75
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_fx_exchange_rate-02:decoy-observation,finance-fx-vs-payment,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_currency_exchange_rate-03:decoy-observation,4.125,22.4375,2.75,-1.375,18.3125
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_revision_approval-04:decoy-observation,contracts-deadline-vs-version,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_assigned_role-04:decoy-observation,3.875,22.4375,5.75,1.875,18.5625
semantic,qwen3-4b,semantic:stateful-workforce_access-set_access_minimum_clearance-01:decoy-observation,workforce-access-vs-role,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_sla_duration_minutes-00:decoy-observation,3.125,22.75,2.5,-0.625,19.625
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_retention_classification-00:decoy-observation,contracts-retention-vs-section,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_promotion_discount_value-00:decoy-observation,2.75,22.875,1.625,-1.125,20.125
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-00:decoy-observation,inventory-stock-vs-capacity,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-activate_margin_floor-01:decoy-observation,2.625,22.8125,4.25,1.625,20.1875
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_revision_approval-02:decoy-observation,contracts-deadline-vs-version,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_sla_duration_minutes-03:decoy-observation,4.25,20.75,2.0,-2.25,16.5
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_citation_target-00:decoy-observation,contracts-citation-vs-signature,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-04:decoy-observation,1.125,23.4375,2.25,1.125,22.3125
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_obligation_party-04:decoy-observation,contracts-clause-vs-obligation,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-02:decoy-observation,3.375,23.125,3.875,0.5,19.75
semantic,qwen3-4b,semantic:stateful-customer_support-set_sla_duration_minutes-04:decoy-observation,support-owner-vs-sla,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_remediation_owner-01:decoy-observation,5.125,23.125,3.125,-2.0,18.0
semantic,qwen3-4b,semantic:stateful-customer_support-set_next_case_action-01:decoy-observation,support-action-vs-channel,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_supplier_certification_level-00:decoy-observation,6.125,24.75,0.25,-5.875,18.625
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-00:decoy-observation,inventory-source-cost-vs-expiry,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_filing_artifact_count-04:decoy-observation,0.875,22.8125,4.375,3.5,21.9375
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-02:decoy-observation,inventory-reservation-vs-count,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_access_minimum_clearance-03:decoy-observation,2.125,22.1875,2.0,-0.125,20.0625
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation,contracts-deadline-vs-version,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-03:decoy-observation,2.125,24.1875,3.25,1.125,22.0625
semantic,qwen3-4b,semantic:stateful-workforce_access-set_oncall_capacity-00:decoy-observation,workforce-oncall-vs-badge,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_safety_stock_floor-01:decoy-observation,4.0,21.375,2.5,-1.5,17.375
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_shipping_minimum_charge-01:decoy-observation,pricing-tax-vs-shipping,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_control_evidence_status-01:decoy-observation,4.5,21.25,3.625,-0.875,16.75
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_order_discount_value-03:decoy-observation,pricing-fee-vs-discount,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_contract_deadline_offset-03:decoy-observation,3.75,22.0,2.0,-1.75,18.25
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-01:decoy-observation,inventory-source-cost-vs-expiry,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_journal_debit_amount-03:decoy-observation,-0.5,20.5,4.625,5.125,21.0
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_statement_closing_total-02:decoy-observation,finance-statement-vs-budget,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_currency_exchange_rate-00:decoy-observation,5.375,23.75,0.875,-4.5,18.375
semantic,qwen3-4b,semantic:stateful-workforce_access-set_shift_minimum_rest_hours-04:decoy-observation,workforce-shift-vs-leave,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_citation_target-00:decoy-observation,2.625,22.5625,1.125,-1.5,19.9375
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_fx_exchange_rate-00:decoy-observation,finance-fx-vs-payment,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_refund_maximum_amount-00:decoy-observation,3.5,23.75,3.25,-0.25,20.25
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_journal_debit_amount-00:decoy-observation,finance-journal-vs-audit-event,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-post_transaction_fee-03:decoy-observation,3.875,23.875,3.5,-0.375,20.0
semantic,qwen3-4b,semantic:stateful-customer_support-set_case_contact_channel-01:decoy-observation,support-action-vs-channel,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_badge_validity_days-03:decoy-observation,4.875,23.75,4.375,-0.5,18.875
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_promotion_discount_value-01:decoy-observation,pricing-promotion-vs-contract,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_case_routing_owner-04:decoy-observation,3.625,21.9375,5.625,2.0,18.3125
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_account_hold_amount-02:decoy-observation,finance-ledger-vs-hold,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_sla_duration_minutes-02:decoy-observation,6.75,24.125,4.125,-2.625,17.375
semantic,qwen3-4b,semantic:stateful-customer_support-set_next_case_action-03:decoy-observation,support-action-vs-channel,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-02:decoy-observation,7.875,23.3125,6.75,-1.125,15.4375
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_budget_planned_amount-03:decoy-observation,finance-statement-vs-budget,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_currency_exchange_rate-02:decoy-observation,2.25,23.125,1.5,-0.75,20.875
semantic,qwen3-4b,semantic:stateful-customer_support-set_escalation_target-04:decoy-observation,support-priority-vs-escalation,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_contract_adjustment_value-03:decoy-observation,6.375,23.875,4.0,-2.375,17.5
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_effective_clause_text-00:decoy-observation,contracts-clause-vs-obligation,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_case_priority-02:decoy-observation,1.75,24.1875,5.5,3.75,22.4375
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_journal_debit_amount-04:decoy-observation,finance-journal-vs-audit-event,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_effective_clause_text-02:decoy-observation,5.5,23.625,3.0,-2.5,18.125
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_statement_closing_total-03:decoy-observation,finance-statement-vs-budget,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_payment_status_code-00:decoy-observation,3.25,23.9375,5.0,1.75,20.6875
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_filing_artifact_count-01:decoy-observation,compliance-owner-vs-filing,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_audit_event_reference-02:decoy-observation,4.0,23.0,5.375,1.375,19.0
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_signature_event_type-01:decoy-observation,contracts-citation-vs-signature,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_role_assignment_priority-04:decoy-observation,1.125,21.875,4.125,3.0,20.75
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_payment_status_code-04:decoy-observation,finance-fx-vs-payment,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation,5.875,23.6875,5.75,-0.125,17.8125
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_citation_target-04:decoy-observation,contracts-citation-vs-signature,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_shipping_minimum_charge-01:decoy-observation,3.75,23.625,4.5,0.75,19.875
semantic,qwen3-4b,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation,workforce-access-vs-role,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_leave_ledger_units-00:decoy-observation,2.25,23.875,2.375,0.125,21.625
semantic,qwen3-4b,semantic:stateful-customer_support-set_duplicate_similarity_score-03:decoy-observation,support-refund-vs-duplicate,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-04:decoy-observation,3.375,23.5,2.125,-1.25,20.125
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-03:decoy-observation,procurement-approval-vs-transit,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_warehouse_capacity_volume-01:decoy-observation,4.25,22.125,2.125,-2.125,17.875
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_audit_event_reference-04:decoy-observation,finance-journal-vs-audit-event,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_contract_deadline_offset-01:decoy-observation,6.25,23.375,1.5,-4.75,17.125
semantic,qwen3-4b,semantic:stateful-customer_support-set_sla_duration_minutes-00:decoy-observation,support-owner-vs-sla,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_revision_approval-04:decoy-observation,2.5,23.875,3.875,1.375,21.375
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_payment_status_code-00:decoy-observation,finance-fx-vs-payment,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_audit_event_reference-00:decoy-observation,5.0,22.9375,5.25,0.25,17.9375
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-03:decoy-observation,inventory-stock-vs-capacity,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_promotion_discount_value-01:decoy-observation,1.625,23.0625,3.625,2.0,21.4375
semantic,qwen3-4b,semantic:stateful-workforce_access-set_access_minimum_clearance-02:decoy-observation,workforce-access-vs-role,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-activate_list_price-03:decoy-observation,3.125,22.875,2.625,-0.5,19.75
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_statement_closing_total-00:decoy-observation,finance-statement-vs-budget,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_ledger_entry_amount-00:decoy-observation,4.0,23.875,3.75,-0.25,19.875
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_currency_exchange_rate-00:decoy-observation,pricing-credit-vs-fx,token_stratified_random,high_to_low,semantic:stateful-pricing_billing-set_service_fee_value-01:decoy-observation,0.875,22.5625,5.125,4.25,21.6875
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-02:decoy-observation,inventory-source-cost-vs-expiry,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_badge_validity_days-02:decoy-observation,1.75,21.375,4.875,3.125,19.625
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-02:decoy-observation,procurement-contract-vs-receipt,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_case_contact_channel-00:decoy-observation,1.75,22.3125,4.0,2.25,20.5625
semantic,qwen3-4b,semantic:stateful-workforce_access-set_leave_ledger_units-03:decoy-observation,workforce-shift-vs-leave,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_supplier_certification_level-04:decoy-observation,2.625,18.875,2.625,0.0,16.25
semantic,qwen3-4b,semantic:stateful-workforce_access-set_leave_ledger_units-02:decoy-observation,workforce-shift-vs-leave,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-02:decoy-observation,3.125,20.75,2.125,-1.0,17.625
semantic,qwen3-4b,semantic:stateful-customer_support-set_sla_duration_minutes-02:decoy-observation,support-owner-vs-sla,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_retention_years-00:decoy-observation,4.125,22.75,5.0,0.875,18.625
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_document_section_text-02:decoy-observation,contracts-retention-vs-section,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_revision_approval-03:decoy-observation,3.375,21.875,1.0,-2.375,18.5
semantic,qwen3-4b,semantic:stateful-customer_support-set_escalation_target-01:decoy-observation,support-priority-vs-escalation,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-post_transaction_fee-02:decoy-observation,6.75,23.625,5.875,-0.875,16.875
semantic,qwen3-4b,semantic:stateful-customer_support-set_duplicate_similarity_score-00:decoy-observation,support-refund-vs-duplicate,token_stratified_random,high_to_low,semantic:stateful-finance_ledger-set_budget_planned_amount-03:decoy-observation,5.625,23.3125,2.25,-3.375,17.6875
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_supplier_certification_level-03:decoy-observation,procurement-certification-vs-quote,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_delegation_allowed_actions-04:decoy-observation,1.0,22.5625,2.75,1.75,21.5625
semantic,qwen3-4b,semantic:stateful-finance_ledger-record_tax_basis-00:decoy-observation,finance-fee-vs-tax-basis,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-02:decoy-observation,4.875,24.6875,5.5,0.625,19.8125
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-00:decoy-observation,inventory-reservation-vs-count,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_supplier_transit_days-02:decoy-observation,-0.125,22.5,2.0,2.125,22.625
semantic,qwen3-4b,semantic:stateful-workforce_access-set_badge_validity_days-03:decoy-observation,workforce-oncall-vs-badge,token_stratified_random,high_to_low,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-04:decoy-observation,4.375,19.625,2.125,-2.25,15.25
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_safety_stock_floor-01:decoy-observation,inventory-policy-floor-vs-cover,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-replace_audit_population_record-02:decoy-observation,2.5,21.4375,5.375,2.875,18.9375
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_signature_event_type-03:decoy-observation,contracts-citation-vs-signature,token_stratified_random,high_to_low,semantic:stateful-compliance_audit-set_remediation_owner-03:decoy-observation,0.25,22.3125,3.375,3.125,22.0625
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_document_section_text-03:decoy-observation,contracts-retention-vs-section,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_overtime_approval_threshold-01:decoy-observation,2.875,21.625,6.125,3.25,18.75
semantic,qwen3-4b,semantic:stateful-customer_support-set_case_priority-02:decoy-observation,support-priority-vs-escalation,token_stratified_random,high_to_low,semantic:stateful-workforce_access-set_oncall_capacity-04:decoy-observation,5.5,23.25,4.125,-1.375,17.75
semantic,qwen3-4b,semantic:stateful-customer_support-set_sla_duration_minutes-01:decoy-observation,support-owner-vs-sla,token_stratified_random,high_to_low,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-02:decoy-observation,3.375,22.75,4.25,0.875,19.375
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_statement_closing_total-01:decoy-observation,finance-statement-vs-budget,token_stratified_random,high_to_low,semantic:stateful-customer_support-set_duplicate_similarity_score-00:decoy-observation,5.125,23.5625,5.625,0.5,18.4375
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_risk_matrix_score-02:decoy-observation,compliance-risk-vs-sample,token_stratified_random,high_to_low,semantic:stateful-contracts_documents-set_revision_approval-00:decoy-observation,5.0,22.375,2.5,-2.5,17.375
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-04:decoy-observation,inventory-policy-floor-vs-cover,token_stratified_random,low_to_high,semantic:stateful-customer_support-set_case_priority-04:decoy-observation,23.5,3.125,23.9375,-0.4375,20.375
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-01:decoy-observation,inventory-policy-floor-vs-cover,token_stratified_random,low_to_high,semantic:stateful-procurement_suppliers-assign_quote_supplier-01:decoy-observation,23.3125,2.875,22.75,0.5625,20.4375
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-set_supplier_performance_value-01:decoy-observation,procurement-performance-vs-expedite,token_stratified_random,low_to_high,semantic:stateful-pricing_billing-set_service_fee_value-04:decoy-observation,21.9375,4.0,21.8125,0.125,17.9375
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_contract_adjustment_value-01:decoy-observation,pricing-promotion-vs-contract,token_stratified_random,low_to_high,semantic:stateful-workforce_access-set_leave_ledger_units-00:decoy-observation,21.625,4.0,21.125,0.5,17.625
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_retention_classification-01:decoy-observation,contracts-retention-vs-section,token_stratified_random,low_to_high,semantic:stateful-finance_ledger-set_ledger_entry_amount-04:decoy-observation,22.4375,3.75,22.6875,-0.25,18.6875
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_contract_adjustment_value-04:decoy-observation,pricing-promotion-vs-contract,token_stratified_random,low_to_high,semantic:stateful-compliance_audit-set_risk_matrix_score-03:decoy-observation,21.75,4.0,22.625,-0.875,17.75
semantic,qwen3-4b,semantic:stateful-workforce_access-set_oncall_capacity-01:decoy-observation,workforce-oncall-vs-badge,token_stratified_random,low_to_high,semantic:stateful-compliance_audit-set_exception_extension_days-02:decoy-observation,22.25,3.375,22.4375,-0.1875,18.875
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-04:decoy-observation,inventory-priority-vs-pick,token_stratified_random,low_to_high,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-01:decoy-observation,23.6875,3.5,22.625,1.0625,20.1875
semantic,qwen3-4b,semantic:stateful-customer_support-set_duplicate_similarity_score-01:decoy-observation,support-refund-vs-duplicate,token_stratified_random,low_to_high,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation,23.75,5.625,23.125,0.625,18.125
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_assigned_role-00:decoy-observation,compliance-role-vs-retention,token_stratified_random,low_to_high,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-01:decoy-observation,22.3125,5.25,21.75,0.5625,17.0625
semantic,qwen3-4b,semantic:stateful-customer_support-set_case_priority-03:decoy-observation,support-priority-vs-escalation,token_stratified_random,low_to_high,semantic:stateful-finance_ledger-set_fx_exchange_rate-04:decoy-observation,23.125,7.0,23.0625,0.0625,16.125
semantic,qwen3-4b,semantic:stateful-finance_ledger-post_transaction_fee-02:decoy-observation,finance-fee-vs-tax-basis,token_stratified_random,low_to_high,semantic:stateful-pricing_billing-set_shipping_minimum_charge-00:decoy-observation,22.9375,5.875,20.625,2.3125,17.0625
semantic,qwen3-4b,semantic:stateful-pricing_billing-set_currency_exchange_rate-02:decoy-observation,pricing-credit-vs-fx,token_stratified_random,low_to_high,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-01:decoy-observation,21.375,1.5,22.125,-0.75,19.875
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_budget_planned_amount-00:decoy-observation,finance-statement-vs-budget,token_stratified_random,low_to_high,semantic:stateful-finance_ledger-record_tax_basis-02:decoy-observation,24.0,4.25,24.125,-0.125,19.75
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_exception_extension_days-04:decoy-observation,compliance-control-vs-exception,token_stratified_random,low_to_high,semantic:stateful-contracts_documents-set_revision_approval-04:decoy-observation,22.6875,3.875,22.4375,0.25,18.8125
semantic,qwen3-4b,semantic:stateful-procurement_suppliers-assign_quote_supplier-02:decoy-observation,procurement-certification-vs-quote,token_stratified_random,low_to_high,semantic:stateful-customer_support-set_escalation_target-01:decoy-observation,22.75,4.875,23.625,-0.875,17.875
semantic,qwen3-4b,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-00:decoy-observation,inventory-stock-vs-capacity,token_stratified_random,low_to_high,semantic:stateful-pricing_billing-activate_margin_floor-01:decoy-observation,22.8125,2.625,21.75,1.0625,20.1875
semantic,qwen3-4b,semantic:stateful-workforce_access-set_shift_minimum_rest_hours-01:decoy-observation,workforce-shift-vs-leave,token_stratified_random,low_to_high,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-01:decoy-observation,23.5,2.25,22.9375,0.5625,21.25
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_account_hold_amount-03:decoy-observation,finance-ledger-vs-hold,token_stratified_random,low_to_high,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-04:decoy-observation,24.25,5.0,22.75,1.5,19.25
semantic,qwen3-4b,semantic:stateful-compliance_audit-set_filing_artifact_count-00:decoy-observation,compliance-owner-vs-filing,token_stratified_random,low_to_high,semantic:stateful-finance_ledger-set_ledger_entry_amount-00:decoy-observation,23.25,3.0,24.375,-1.125,20.25
semantic,qwen3-4b,semantic:stateful-pricing_billing-activate_margin_floor-02:decoy-observation,pricing-list-vs-margin,token_stratified_random,low_to_high,semantic:stateful-contracts_documents-set_document_section_text-02:decoy-observation,22.5625,4.625,21.875,0.6875,17.9375
semantic,qwen3-4b,semantic:stateful-pricing_billing-activate_margin_floor-04:decoy-observation,pricing-list-vs-margin,token_stratified_random,low_to_high,semantic:stateful-compliance_audit-set_risk_matrix_score-01:decoy-observation,21.75,3.0,21.5625,0.1875,18.75
semantic,qwen3-4b,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation,finance-statement-vs-budget,token_stratified_random,low_to_high,semantic:stateful-finance_ledger-post_transaction_fee-00:decoy-observation,23.125,5.75,23.8125,-0.6875,17.375
semantic,qwen3-4b,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation,contracts-deadline-vs-version,token_stratified_random,low_to_high,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-03:decoy-observation,24.1875,2.125,22.5,1.6875,22.0625
